Year,Month,Day,Month #,Day #,Raw Biogas Produced (m3),BioCNG Produced （m3),BioCNG Sold (m3),Vehicle use (m3),Liquid Fertilizer Produced (t),Solid fertilizer produced (t),Wastewater flow to WWTP (unit?),Solid residues (kg),Pig Manure (t),Cassava (t),Fish waste water (t),Kitchen food waste (t),Municipal fecal residue (t),Tea waste (t),Chicken litter (t),Bagasse feed (t),Alcohol waste (t),Chinese medicine waste (t),Energy grass (t),Banana fruit shafts (t),Lemon waste (t),Percolate (t),Other waste (t),50% NaOH/kg,FeCl2/kg,PAM/kg,Defoamer/kg,Project electricity use/kWh,Office space electricity use/kWh,Water/m3,Diesel/L,
2016,August,31,28,854,4098,2468,0,,0,0,,,15.88,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4829,255,15,0,
2016,September,1,29,855,4324,2632,3689,,0,0,,,18.62,0,0,0,0,0,0,0,6.34,0,0,0,0,0,4,0,0,0,0,4914,305,18,0,
2016,September,2,29,856,4471,2636,3855,,40.28,0,,,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,250,0,0,4643,314,14,0,
2016,September,3,29,857,2195,1202,3966,,80.6,0,,,18.06,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3562,178,13,0,
2016,September,4,29,858,3103,1783,0,,160.14,0,,,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4177,246,12,0,
2016,September,5,29,859,3425,1895,0,,40.34,0,,,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4037,269,35,0,
2016,September,6,29,860,3389,1839,4045,,0,0,,,16.3,0,0,0,0,0,0,0,0,0,39.22,0,0,0,7,0,0,0,0,4598,242,100,0,
2016,September,7,29,861,3668,2233,0,,0,0,,,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,250,0,0,4503,234,338,0,
2016,September,8,29,862,3073,1851,4067,,80.4,0,,,18.96,0,0,0,0,0,0,2.4,0,0,0,0,0,0,3,0,0,0,0,4570,244,392,100,
2016,September,9,29,863,4271,2572,0,,0,0,,,19.6,0,0,0,0,0,0,5,15.28,0,0,0,0,0,4,0,0,0,0,5027,255,242,0,
2016,September,10,29,864,3450,2078,3726,,0,0,,,18.52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4574,286,379,0,
2016,September,11,29,865,4774,2743,3974,,6.98,0,,,9.92,0,0,0,0,0,0,5,3.16,0,0,0,0,0,0,0,0,0,0,5122,253,370,0,
2016,September,12,29,866,3214,1949,0,,80.44,0,,,0,0,25.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4156,273,230,0,
2016,September,13,29,867,3280,1934,3960,,40.78,0,,,12.62,0,25.24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3547,247,116,0,
2016,September,14,29,868,3155,1934,0,,49.94,0,,,36.24,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3547,247,115,0,
2016,September,15,29,869,2678,1574,4045,,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2894,83,180,0,
2016,September,16,29,870,3788,2297,0,,118.62,0,,,19.8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4497,174,425,0,
2016,September,17,29,871,3416,2014,3633,,120.82,0,,,6.48,10.02,0,0,0,0,0,2,0,0,0,0,0,0,39.04,0,0,0,0,4291,219,237,0,
2016,September,18,29,872,4165,2437,4069,,115.56,0,,,27.88,10.12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4751,265,193,150,
2016,September,19,29,873,4192,2339,0,,82.72,0,,,14.24,10.2,0,0,0,0,0,6,0,0,0,0,0,0,40.72,0,0,0,0,4798,325,111,0,
2016,September,20,29,874,3823,2156,3721,,164.51,0,,,24.58,6.76,0,0,0,0,0,10,0,0,0,0,0,0,0,0,300,0,0,4750,301,40,0,
2016,September,21,29,875,4888,2681,4040,,111,0,,,20.26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,250,0,0,4554,196,129,0,
2016,September,22,29,876,4354,2414,0,,80.7,0,,,12.56,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4191,166,21,0,
2016,September,23,29,877,3472,2047,3972,,48.22,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855,162,20,0,
2016,September,24,29,878,4872,2821,0,,117.36,0,,,22.12,0,0,0,0,0,0,2,12.52,0,0,0,0,0,0,0,0,0,0,4645,140,22,0,
2016,September,25,29,879,5338,3157,7723,,186.02,0,,,18.84,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,4864,151,26,150,
2016,September,26,29,880,4639,2764,0,,80,0,,,21.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,4658,264,24,0,
2016,September,27,29,881,5376,3260,3890,,0,0,,,21.04,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,5472,410,57,0,
2016,September,28,29,882,4704,2773,3582,,0,0,,,18.88,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4843,316,24,0,
2016,September,29,29,883,5109,2888,0,,39.88,0,,,18.92,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4807,297,24,150,
2016,September,30,29,884,4553,2519,3780,,0,0,,,14.54,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4275,199,21,0,
2016,October,1,30,885,3853,2279,3830,,0,0,,,16.7,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4071,111,25,0,
2016,October,2,30,886,3236,1914,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640,145,17,0,
2016,October,3,30,887,2979,1781,3748,,0,0,,,18.68,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,4264,172,22,0,
2016,October,4,30,888,3954,2364,0,,0,0,,,19.7,0,0,0.88,0,0,0,0,12.22,0,0,0,0,0,6,0,0,0,0,4558,173,21,0,
2016,October,5,30,889,3736,2210,3800,,15,0,,,12.34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4538,208,22,0,
2016,October,6,30,890,3691,2207,3912,,40.98,0,,,12.66,0,0,0.22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4464,209,20,0,
2016,October,7,30,891,3220,1785,3534,,0,0,,,19.8,0,0,0.16,0,3.96,0,0,5,0,0,0,0,0,3,0,0,0,0,3994,151,16,0,
2016,October,8,30,892,3660,2047,0,,0,0,,,19.3,0,0,0.22,0,9.8,0,0,7.42,0,0,0,0,0,0,0,0,0,0,4845,282,98,0,
2016,October,9,30,893,3720,2256,3724,,40.54,0,,,19.52,0,0,0.26,0,7.76,0,0,0,0,0,0,0,0,12,0,0,0,0,4721,300,45,0,
2016,October,10,30,894,4050,2345,0,,0,0,,,14.72,0,0,0.4,0,25.76,0,0,0,0,0,0,0,0,20,0,500,0,0,4541,293,18,0,
2016,October,11,30,895,3638,2129,3837,,41,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368,273,24,0,
2016,October,12,30,896,3196,1884,3750,,87.74,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3757,193,13,0,
2016,October,13,30,897,4227,2510,0,,0,0,,,19.14,0,0,1.58,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4475,163,13,0,
2016,October,14,30,898,3986,2350,3830,,0,0,,,12.86,0,0,0.54,0,0,0,10,0,0,0,0,0,0,22.32,0,0,0,0,4454,119,31,0,
2016,October,15,30,899,2292,1337,0,,0,0,,,12.92,0,0,0.58,0,0,0,9.96,0,0,0,0,0,0,0,0,0,0,0,3578,131,56,0,
2016,October,16,30,900,2771,1546,3952,,0,0,,,13.04,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971,97,13,200,
2016,October,17,30,901,1119,679,0,,0,0,,,14.02,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3082,209,72,0,
2016,October,18,30,902,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,317,124,0,
2016,October,19,30,903,3258,1955,0,,0,0,,,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4114,182,56,0,
2016,October,20,30,904,2186,1326,0,,0,0,,,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839,181,41,0,
2016,October,21,30,905,1575,864,3906,,0,0,,,14.36,0,0,2.9,0,0,0,0,0,0,0,0,0,0,11.98,0,0,0,0,3626,136,61,0,
2016,October,22,30,906,2473,1354,0,,0,0,,,5.72,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,184,8,0,
2016,October,23,30,907,3136,1797,4054,,0,0,,,28,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289,186,59,0,
2016,October,24,30,908,3113,1868,0,,0,0,,,20,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202,270,75,0,
2016,October,25,30,909,1864,1107,3693,,0,0,,,25.16,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4124,285,157,150,
2016,October,26,30,910,5374,3259,0,,40.06,0,,,45.82,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5837,254,15,0,
2016,October,27,30,911,4834,2623,3826,,7.42,0,,,4.48,0,6.5,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4870,248,14,0,
2016,October,28,30,912,2946,1630,3605,,6.02,0,,,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339,248,11,0,
2016,October,29,30,913,3508,2053,0,,0,0,,,21.12,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4526,190,43,0,
2016,October,30,30,914,2689,1557,4125,,0,0,,,19.94,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719,108,8,150,
2016,October,31,30,915,4371,2623,0,,0,0,,,34.34,0,0,1.22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4891,167,60,0,
2016,November,1,31,916,3668,2240,5405,,121.36,0,,,18.64,0,0,1.16,0,0,0,0,0,0,0,0,0,0,5,0,500,0,0,4219,112,37,0,
2016,November,2,31,917,4002,2257,0,,0,0,,,18.64,0,0,3.25,0,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0,4580,122,60,250,
2016,November,3,31,918,3577,1958,0,,0,0,,,13.9,0,0,3.3,0.88,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4197,120,16,0,
2016,November,4,31,919,3473,2106,0,,0,0,,,26.14,0,0,3.22,0,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,4424,115,98,0,
2016,November,5,31,920,3470,2082,7824,,40.44,0,,,12.32,0,0,3.9,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4115,116,21,0,
2016,November,6,31,921,3356,2014,0,,38.98,0,,,18.94,0,0,5.72,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4439,122,47,0,
2016,November,7,31,922,2750,1650,3934,,0,0,,,16.94,0,0,2.54,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4164,186,118,0,
2016,November,8,31,923,4479,2473,0,,79.72,0,,,23.84,0,0,4.72,0,0,0,0,0,0,0,0,0,0,15,0,500,0,0,5046,207,30,150,
2016,November,9,31,924,3643,1953,4020,,75.6,0,,,17.98,0,0,5.78,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4064,135,17,0,
2016,November,10,31,925,2829,1680,0,,39.98,0,,,13.14,0,0,6.42,0,0,0,0,0,0,0,0,0,0,5,0,500,0,0,3613,119,15,0,
2016,November,11,31,926,3827,2226,4358,,0,0,,,24.86,0,0,3.76,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4534,105,40,0,
2016,November,12,31,927,4729,2808,0,,0,0,,,26.74,0,0,5.84,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4923,104,10,0,
2016,November,13,31,928,3961,2352,3747,,79.34,0,,,25.44,0,0,4.74,0,3.88,0,0,0,0,0,0,0,0,5,0,0,0,0,4488,160,121,0,
2016,November,14,31,929,5322,2908,2897,,40.12,0,,,18.44,0,0,4.1,22.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,177,183,0,
2016,November,15,31,930,4614,2477,0,,79.14,0,,,24.74,0,0,4.44,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4556,211,111,0,
2016,November,16,31,931,3984,2407,3846,,117.2,0,,,6.9,0,0,4.3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4676,217,119,0,
2016,November,17,31,932,5269,3217,0,,0,0,,,41.6,0,0,4.88,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5343,180,26,0,
2016,November,18,31,933,4241,2536,3849,,0,0,,,17.22,0,0,5.92,23,0,0,0,0,0,0,0,0,0,4.84,0,0,0,0,4997,174,146,0,
2016,November,19,31,934,3287,1986,3892,,0,0,,,5.8,0,0,5.92,29.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809,197,57,100,
2016,November,20,31,935,5872,3400,3230,,0,0,,,31.64,0,0,4.68,28.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6338,168,60,0,
2016,November,21,31,936,5397,2986,0,,39.98,0,,,19.62,0,0,5.2,26.22,0,0,0,0,0,0,0,0,0,0,0,500,0,0,6368,181,41,100,
2016,November,22,31,937,2218,1345,0,,40.12,0,,,0,0,0,6.34,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4195,190,25,0,
2016,November,23,31,938,0,0,0,,0,4.94,,,0,0,0,0,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599,161,205,0,
2016,November,24,31,939,0,0,0,,0,1.12,,,0,0,0,12.5,26.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111,114,99,0,
2016,November,25,31,940,1501,917,3750,,0,1.62,,,14.52,0,0,10.32,25.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4594,132,21,0,
2016,November,26,31,941,2663,1445,0,,0,0,,,33.56,0,0,1.64,15.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312,119,171,0,
2016,November,27,31,942,8918,4781,0,,0,0,,,10.88,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6484,111,67,200,
2016,November,28,31,943,8090,4888,7194,,0,0,,,25.14,0,0,9.68,26.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7014,118,66,150,
2016,November,29,31,944,7550,4904,3433,,39.68,0,,,34.2,0,0,5.48,26.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7232,112,13,0,
2016,November,30,31,945,8605,5558,7630,,0,0,,,26.74,0,0,6.32,25.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,102,13,200,
2016,December,1,32,946,12,5471,3756,,0,0,,,33.9,0,0,0.88,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,8219,97,57,0,
2016,December,2,32,947,13,6434,7277,,78.96,0,,,26.3,0,7.9,8.04,26.78,0,0,0,0,0,0,0,0,255,0,0,0,0,0,8962,107,84,0,
2016,December,3,32,948,8901,5100,4015,,39.12,0,,,27.2,0,0,8.98,26.62,0,0,0,0,0,0,0,0,172,0,0,0,0,0,6659,88,18,150,
2016,December,4,32,949,7644,4290,4027,,0,0,,,20.58,0,0,11.64,26.72,0,0,0,0,0,0,0,0,132,0,0,0,0,0,6864,72,19,0,
2016,December,5,32,950,8190,5066,7603,,80.74,0,,,34.01,15,0,8.98,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,8149,108,98,0,
2016,December,6,32,951,9445,6002,3788,,79.6,0,,,29.5,13,0,9.24,0,11.02,0,0,0,0,0,0,0,157,0,0,0,0,0,8679,100,24,0,
2016,December,7,32,952,9206,5754,7890,,78.78,0,,,23.76,12.24,0,9.24,0,8.04,0,0,0,0,0,0,0,58,0,0,0,0,0,8388,102,68,150,
2016,December,8,32,953,10193,5885,4040,,78.98,0,,,29.97,12,0,8.62,51.02,4.92,0,0,0,0,0,0,0,160,0,0,0,0,0,8313,104,141,0,
2016,December,9,32,954,10265,5881,7631,,118.76,0,,,33.66,15,0,12.5,27.1,0,0,0,0,0,0,0,0,220,0,0,0,0,0,8635,88,116,150,
2016,December,10,32,955,11647,6537,4073,,115.88,25.06,,,19.14,15,0,16.62,27.1,0,0,0,0,0,0,0,0,260,0,0,0,0,0,9062,79,97,0,
2016,December,11,32,956,10884,6236,7652,,158.94,0,,,26.38,18,0,11.08,24.84,0,0,0,0,0,0,0,0,260,0,0,0,0,0,9084,92,32,150,
2016,December,12,32,957,13835,8130,7820,,119.88,1.3,,,39,25,0,4.48,26.24,0,0,0,0,0,0,0,0,260,0,0,0,0,0,10198,99,99,150,
2016,December,13,32,958,11056,6497,7987,,120.54,8.18,,,28.16,25,0,15.48,25.74,0,0,0,0,0,0,0,0,260,0,0,0,0,0,9522,114,101,0,
2016,December,14,32,959,12338,7123,8010,,199.64,7.76,,,29.88,22,0,14.6,25.02,0,0,0,0,0,0,0,0,218,0,0,0,0,0,9039,120,76,0,
2016,December,15,32,960,14538,9198,7968,,199.94,7.8,,,27.28,30,0,6.2,27.12,0,0,0,0,0,0,0,0,260,0,0,0,0,0,10648,115,93,0,
2016,December,16,32,961,3618,2052,3972,,161.96,0,,,26.2,35,0,13.04,26.12,0,0,0,0,0,0,0,0,260,0,0,0,0,0,4011,67,86,0,
2016,December,17,32,962,7537,4230,3998,,80.96,7.78,,,6.36,5,0,13.3,21.78,0,0,0,0,0,0,0,0,112,0,0,0,0,0,5320,67,89,0,
2016,December,18,32,963,13224,7422,11921,,197.02,0,,,29.06,20,0,12.3,24.76,0,0,0,0,0,0,0,0,97,0,0,0,0,0,9668,76,58,0,
2016,December,19,32,964,18816,10752,7602,,81.06,0,,,45.94,35,0,12.82,24.54,0,0,0,0,0,0,0,0,220,0,0,0,0,0,12606,88,153,0,
2016,December,20,32,965,12358,8536,11309,,39.3,0,,,21.5,35,0,13.94,28.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10934,96,84,0,
2016,December,21,32,966,12054,8078,7498,,38.7,24.12,,,21.54,35,0,9.86,29.66,0,0,0,0,0,0,0,0,131,0,0,0,0,0,10081,96,41,0,
2016,December,22,32,967,12934,8001,7486,,38.86,8.06,,,31.3,36.5,0,15.4,26.26,3.76,0,0,0,0,0,0,0,203,0,0,0,0,0,9813,96,33,0,
2016,December,23,32,968,12804,8670,3839,,39.42,8.32,,,24.4,42,0,8.28,27.8,0,0,0,0,0,0,0,0,143,0,0,0,0,0,10286,87,127,0,
2016,December,24,32,969,18018,12074,11279,,116.68,8.58,,,32.2,40,0,13.08,25.46,0,0,0,0,0,0,0,0,204,0,0,0,0,0,12566,70,32,0,
2016,December,25,32,970,16506,11061,11228,,39.92,0,,,14.4,45,0,13.84,28.08,0,0,0,0,0,0,0,0,220,0,0,0,0,0,11996,83,67,0,
2016,December,26,32,971,14121,9754,11787,,0,0,,,17.68,28,0,12.38,24.74,0,0,0,12,0,0,0,0,265,0,0,0,0,0,11791,102,59,0,
2016,December,27,32,972,12756,8191,7964,,80.26,0,,,25.32,30,0,17,25.96,0,0,0,0,0,0,0,0,190,0,0,0,0,0,10480,89,78,0,
2016,December,28,32,973,13829,8982,11875,,80.04,0,,,32.76,45,0,8.5,24.52,0,0,0,0,0,0,0,0,72,0,0,0,0,0,10717,120,155,0,
2016,December,29,32,974,13230,8235,7991,,158.6,30.52,,,22.7,46,0,10.12,58.62,0,0,0,0,0,0,0,0,94,0,0,0,0,0,10148,92,100,0,
2016,December,30,32,975,16875,9643,8338,,118.14,23.62,,,31.66,45,0,13.7,56.3,0,0,0,0,0,0,0,0,172,0,0,0,0,0,10772,100,59,0,
2016,December,31,32,976,15378,8699,7992,,0,0,,,19.62,40,6.86,16,52.3,0,0,0,0,0,0,0,0,71,0,0,0,0,0,10712,71,80,0,
2017,January,1,33,977,13186,8477,7877,,116.54,0,,0,0,50,0,13.06,29.34,0,0,0,11.98,0,0,0,0,210,0,0,0,0,0,10180,80,39,0,
2017,January,2,33,978,14760,9790,11760,,37.34,1.56,,0,31.66,48,0,8.76,55.1,0,0,14,10,0,0,0,0,158,0,0,0,0,0,11482,90,60,0,
2017,January,3,33,979,10615,6745,7629,,78.08,9.78,,0,31.94,45,0,10.98,55.3,0,0,0,10,0,0,0,0,90,0,0,0,0,0,9357,103,71,100,
2017,January,4,33,980,7939,5293,7740,,76.82,8.4,,0,26.22,8,6.08,8.62,26.02,0,0,0,35.52,0,0,0,0,90,0,0,0,0,0,8815,101,81,0,
2017,January,5,33,981,6790,3841,3884,,38.46,7.64,,7420,24.22,62.5,0,16.38,57.12,4.2,0,10,0,0,0,0,0,170,0,0,0,0,0,7098,100,89,0,
2017,January,6,33,982,15839,9213,3892,,78.52,116.04,,0,27.04,70,0,8.84,57.08,11.56,0,17,0,0,0,0,0,178,0,0,0,0,0,10089,93,92,150,
2017,January,7,33,983,17399,10120,11364,,0,38.44,,0,18.9,51,7.78,17.78,56.2,4.08,0,7,0,0,0,0,0,198,0,0,0,0,0,11370,68,159,0,
2017,January,8,33,984,15608,10990,11321,,116.8,17.66,,6060,19.68,58,6.78,13.54,59.72,20.42,0,13,0,0,0,0,0,195,0,0,0,0,0,13299,73,109,0,
2017,January,9,33,985,13891,9214,11593,,0,0,,0,0,71,0,12.3,58.8,8,0,0,0,0,0,0,0,177,0,0,0,0,0,12276,80,81,100,
2017,January,10,33,986,15877,11179,7901,,118.02,0,,0,25.76,68,7.04,14.18,54.74,14.36,0,18,0,0,0,0,0,183,0,0,0,0,0,12720,77,17,100,
2017,January,11,33,987,23619,13015,11327,,117.18,36.82,,0,33.22,72,13.8,4.72,57.48,0,0,20,0,0,0,0,0,211,0,0,0,0,0,13995,84,63,0,
2017,January,12,33,988,19276,11122,12862,,39.68,38.98,,14540,24.18,63,7.12,19.28,59.92,0,0,10,0,0,0,0,0,215,0,0,0,0,0,12161,79,54,0,
2017,January,13,33,989,18591,10733,12687,,39.62,24.8,,0,39.06,78,0,10.78,0,0,0,15,0,0,0,0,0,208,0,0,0,0,0,13281,89,62,0,
2017,January,14,33,990,19635,12348,11939,,0,0,,2380,20.82,77,0,19.42,0,0,0,25,0,0,0,0,0,141,0,0,0,0,0,13279,67,18,100,
2017,January,15,33,991,19618,13012,12003,,0,40.06,,1760,27.08,70,0,9.66,0,0,0,18,0,0,0,0,0,178,0,0,0,0,0,14086,78,38,150,
2017,January,16,33,992,20342,13350,14033,,0,0,,2180,19.06,20,13.78,6.22,0,0,0,47.6,0,0,0,0,0,197,0,0,0,0,0,14953,80,169,0,
2017,January,17,33,993,19505,11175,13396,,38.78,58.82,,2100,32.76,0,0,17.84,0,0,0,81,0,0,0,0,0,205,0,0,0,0,0,11842,73,57,200,
2017,January,18,33,994,14282,7885,7840,,39.9,75.32,,0,26.64,0,0,18.08,0,0,0,74,0,0,0,0,0,208,0,0,0,0,0,10121,82,22,0,
2017,January,19,33,995,13116,9154,12700,,36.7,57.34,,2660,45.8,0,0,10.3,0,0,0,49,0,0,0,0,0,218,0,0,0,0,0,12232,69,76,150,
2017,January,20,33,996,14410,9062,7996,,39.42,0,,3720,40.82,42,0,16.8,60.06,0,0,26,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,
2017,January,21,33,997,14689,9238,12157,,77.4,0,,0,27.7,0,0,9.2,58.8,0,0,54.4,0,0,0,0,0,198,0,0,0,0,0,11583,60,13,100,
2017,January,22,33,998,5406,3548,7646,,77.1,0,,0,26.14,0,0,7.62,59.66,0,0,18,0,0,0,0,0,151,0,0,0,0,0,6221,71,8,150,
2017,January,23,33,999,0,0,0,,38.56,0,,4860,0,0,0,16.72,60.36,0,0,0,0,0,0,0,0,169,0,0,0,0,0,5091,72,102,0,
2017,January,24,33,1000,750,430,0,,0,0,,3460,0,0,0,16.32,56.32,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4994,95,63,0,
2017,January,25,33,1001,12020,7012,1915,,79.22,0,,0,97,0,0,11.8,60.16,0,0,15,0,0,0,0,0,188,0,0,0,0,0,9649,69,131,0,
2017,January,26,33,1002,11358,7174,7803,,200.3,0,,5900,27.48,0,0,8.62,30.54,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9088,65,70,0,
2017,January,27,33,1003,8677,5457,8329,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,7522,30,15,0,
2017,January,28,33,1004,6620,4505,4142,,0,0,,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,6698,32,13,0,
2017,January,29,33,1005,7840,5335,4155,,0,0,,3860,0,0,0,10.78,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,7760,44,17,0,
2017,January,30,33,1006,6616,4502,8228,,0,0,,0,0,0,0,6.64,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,6757,31,64,0,
2017,January,31,33,1007,8207,4579,0,,0,0,,2560,27.74,0,0,9.76,0,0,0,5,0,0,0,0,0,60,0,0,0,0,0,7216,32,21,0,
2017,February,1,34,1008,11025,6267,7913,,0,0,,1540,26.5,0,0,9.06,0,0,0,20,0,0,0,0,0,130,0,0,0,0,0,8238,33,13,0,
2017,February,2,34,1009,10745,6156,4150,,0,0,,0,25.72,0,0,9.92,29.88,0,0,20,0,0,0,0,0,76,0,0,0,0,0,8529,30,15,0,
2017,February,3,34,1010,9808,6298,4183,,39.6,0,,1940,26.72,0,0,21.2,28.34,0,0,18,0,0,0,0,0,66,0,0,0,0,0,8797,66,12,0,
2017,February,4,34,1011,10916,6368,8563,,0,0,,4280,27.66,0,0,14.1,57.8,0,0,29.6,0,0,0,0,0,130,0,0,0,0,0,8868,62,65,0,
2017,February,5,34,1012,11259,6568,7969,,39.7,0,,1880,19.68,0,0,11.74,58.98,0,0,5,0,0,0,0,0,153,0,0,0,0,0,8270,46,68,150,
2017,February,6,34,1013,13843,7931,8089,,39.9,8.34,,2360,40.24,0,0,7.04,60.3,5.82,0,20,0,0,0,0,0,151,0,0,0,0,0,9611,78,102,0,
2017,February,7,34,1014,11813,7088,4049,,37.94,0,,1900,19.2,0,0,15.68,57.42,7.88,0,25,0,0,0,0,0,169,0,0,0,0,0,9110,78,16,0,
2017,February,8,34,1015,11200,7390,12398,,37.26,0,,0,26.16,0,0,16.36,61.32,10.36,0,35.4,0,0,0,0,0,182,0,0,0,0,0,9402,76,15,0,
2017,February,9,34,1016,14732,9668,8202,,39.1,20,,3660,29.7,64.22,0,13.76,60.16,0,0,27.6,0,0,0,0,0,189,0,0,0,0,0,11425,68,48,150,
2017,February,10,34,1017,16839,9297,8446,,46.04,29.92,,700,32.34,54.02,0,11.38,61.28,0,0,28.2,0,0,0,0,0,144,0,0,0,0,0,11655,76,19,0,
2017,February,11,34,1018,15014,8915,12767,,38.5,0,,3640,19.44,31.24,0,9.78,30.6,0,0,29.4,0,0,0,0,0,196,0,0,0,0,0,11408,60,100,0,
2017,February,12,34,1019,11491,6411,8338,,38.7,30.58,,0,20.58,0,0,11.3,30.7,0,0,20.4,0,0,0,0,0,161,0,0,0,0,0,8863,0,28,0,
2017,February,13,34,1020,13625,8090,3989,,38.82,0,,3220,26.96,0,0,12.58,61.64,0,0,22,0,0,0,0,0,202,0,0,0,0,0,10503,79,105,0,
