Year,Month,Day,Month #,Day #,Week#,Kitchen waste (t),Fruit and vegetable waste (t),Bread Paste (t),Waste oil (t),Total Waste (t),Daily landfilled amount (t),Diesel waste water (m³),Flour and waste oil (m³),Kitchen waste paste (m³),Daily water consumption (m³),Daily electricity consumption (kWh),Insect medium with pulp (m³),#1 acidification hydrolysis tank feed (m³),#1 acidification hydrolysis tank discharge (m³),#2 acidification hydrolysis tank feed (m³),#2 acidification hydrolysis tank discharge (m³),#1 Anaerobic tank slurry feed (m³),#1 Anaerobic tank biogas cumulative production (m³),#1 anaerobic tank biogas daily output (m³),#2 Anaerobic tank slurry feed (m³),#2 anaerobic tank biogas cumulative production (m³),#2 anaerobic tank biogas daily output (m³),Daily water consumption (m³)2,Daily electricity consumption (kWh)2,Boiler cumulative gas consumption (m³),Boiler daily gas consumption (m³),Total Biogas Production,Torch burning time (min),Amount of flocculant (kg),Water treatment amount (m³),Digestate production (t) ,Daily electricity consumption (kWh)3,Water treatment capacity (m³)2,Emissions (m³),Dissolved Oxygen in Oxygen Pool (mg/L),#1 Contact Oxidation Cell Dissolved Oxygen (mg/L),#2 Contact Oxidation Cell Dissolved Oxygen (mg/L),#3 Contact Oxidation Cell Dissolved Oxygen (mg/L),Daily electricity consumption (kWh)4,Circulating liquid PH value,Maximum tower temperature (℃),Minimum tower temperature (℃),Air intake H2S content (PPM),Exhaust H2S content (PPM),Daily water consumption (m³)3,TotalElecCons,TotalWaterCons
2016,April,25,5,147,21,92.46,0,15.69,17.08,108.15,15.04,0,18,70,11,630,0,0,120,70,0,69,484190,1779,69,645233,2252,0,1120,166255,581,4031,790,17,163,8.90,405,14,118,0,330,86,145,480,0,,,,,,2635.284581,11
2016,April,26,5,148,22,78.91,0,10.24,16.45,89.15,16.27,0,22,71,13,730,0,71,0,0,100,61,485552,1362,61,647165,1932,0,1220,166878,623,3294,841,17,163,8.92,405,8,91,0,220,72,135,480,0,,,,,,2835.199284,13
2016,April,27,5,149,22,86.79,0,15.22,17.25,102.01,14.05,0,22,68,8,550,0,68,0,0,80,51,486585,1033,51,649284,2119,0,1090,167431,553,3152,695,17,163,8.93,407,12,73,0,220,94,78,480,0,,,,,,2526.661803,8
2016,April,28,5,150,22,95.29,0,11.88,14.77,107.17,16.22,0,0,65,5,600,0,0,60,65,0,30,487484,899,30,651305,2021,0,1140,167931,500,2920,325,17,164,8.94,408,15,153,20.97,360,114,134,480,0,,,,,,2628.328954,5
2016,April,29,5,151,22,83.89,0,11.75,8.69,95.64,13.88,0,20,62,6,440,0,0,40,62,0,30,488601,1117,30,652977,1672,0,1220,168405,474,2789,530,17,164,8.96,409,11,125,66.16,360,123,167,400,0,,,,,,2468.691795,6
2016,April,30,5,152,22,32.67,0,13.48,7.87,46.15,12.59,0,22,60,4,790,0,60,0,0,120,60,490779,2178,60,654760,1783,0,1140,168967,562,3961,530,17,164,8.97,407,14,131,0,360,122,124,480,0,,,,,,2816.889996,4
2016,May,1,6,153,22,26.77,0,6.93,0,33.7,0,0,0,0,0,0,0,0,0,0,100,50,493358,2579,50,657066,2306,0,1140,169497,530,4885,953,11,97,0.00,270,100,72,0.43,3.68,3.96,3.31,480,0,,,2740,56.6,24,1890,0
2016,May,2,6,154,22,13.21,0,7.52,0,20.73,0,0,0,0,0,0,0,0,60,0,0,30,494678,1320,30,659194,2128,0,1060,170040,543,3448,570,6,59,0.00,300,55,78,0.46,3.41,3.92,3.46,400,0,,,2566.7,0,31,1760,0
2016,May,3,6,155,23,88.6,0,15.95,17.02,104.55,14.98,0,10,68,10,530,0,68,0,0,70,40,496024,1346,40,660828,1634,0,1220,170600,560,2980,340,0,0,0.00,170,141,133,0.27,2.56,3.87,3,400,0,,,2125,0,33,2320,10
2016,May,4,6,156,23,84.98,0,11.87,17.16,96.85,11.6,0,22,63,4,450,0,63,0,0,60,41,497525,1501,41,662638,1810,0,1300,171125,525,3311,655,18,156,0.00,330,137,162,0.37,4.37,4.62,4.85,480,0,,,2025,29.5,26,2560,4
2016,May,5,6,157,23,80.07,8.5,12.88,15.31,101.45,9.63,0,22,86,8,480,0,0,60,86,0,41,498896,1371,41,664504,1866,0,1250,171627,502,3237,718,2,51,0.00,220,133,167,0.57,4.25,3.48,3.57,480,0,,,1520,0,26,2430,8
2016,May,6,6,158,23,78.21,0,12.78,9.12,90.99,10.45,0,0,57,6,630,0,0,96,57,0,48,499665,769,48,666051,1547,0,1220,172247,620,2316,380,6,104,0.00,200,122,152,0.55,2.72,3.1,3.25,480,0,,,1156,0,27,2530,6
2016,May,7,6,159,23,43.28,0,15.93,16.66,59.21,12.37,0,22,64,8,550,0,64,0,0,100,61,500527,862,61,667649,1598,0,1300,172862,615,2460,335,9,123,0.00,300,173,170,0.67,4.18,4.21,4.43,640,0,,,1150,5,27,2790,8
2016,May,8,6,160,23,14.02,0,12.71,8.79,26.73,0,0,0,0,1,0,0,0,0,0,100,50,501892,1365,50,669368,1719,0,1190,173290,428,3084,710,11,97,0.00,250,153,137,0.57,4.03,3.96,3.58,560,0,,,1100,0,22,2000,1
2016,May,9,6,161,23,88.81,0,12.88,17.38,101.69,12.54,0,20,30,8,580,0,30,0,0,80,50,503827,1935,50,671173,1805,0,1220,173787,497,3740,840,12,151,0.00,300,185,147,1.24,4.07,4.32,3.98,560,0,,,900,0,23,2660,8
2016,May,10,6,162,24,88.75,2.78,15.13,8.55,106.66,13.7,0,22,96,19,750,0,96,0,0,80,51,505733,1906,51,672772,1599,0,1220,174288,501,3505,600,15,132,0.00,250,191,157,1.16,3.61,3.54,4.18,560,0,,,555,0,22,2780,19
2016,May,11,6,163,24,82.13,0,8.95,15.82,91.08,14.98,0,0,61,12,580,0,0,100,61,0,50,506958,1225,50,675110,2338,0,1030,174643,355,3563,1080,11,97,0.00,220,208,197,0.92,2.99,3.32,2.93,560,0,,,550,0,8,2390,12
2016,May,12,6,164,24,83.74,0,13.13,17.58,96.87,17.28,0,20,60,7,680,0,0,140,60,0,80,508422,1464,80,677654,2544,0,1300,175161,518,4008,868,2,52,0.00,220,118,91,1.08,3.26,3.61,3.69,400,0,,,420,0,7,2600,7
2016,May,13,6,165,24,84.73,0,11.27,17.23,96,0,0,0,72,5,580,0,72,0,0,180,90,510826,2404,90,681315,3661,0,1300,175661,500,6065,822,13,150,49.74,220,58,99,1.34,3.21,3.63,3.37,320,1.65,,,350,0,14,2420,5
2016,May,14,6,166,24,32.19,0,13.02,16.71,45.21,0,0,22,67,5,570,0,67,0,0,120,71,513301,2475,71,685073,3758,0,1300,176141,480,6233,980,10,120,0.00,200,63.11305965,150.4459916,0,0,,,320,1.7,,,417,0,13,2390,5
2016,May,15,6,167,24,24.42,0,10.63,17.87,35.05,0,22,22,0,0,0,0,0,0,0,110,61,515082,1781,61,688053,2980,0,1270,176590,449,4761,718,10,120,0.00,200,64.83679375,150.2232478,0,0,,,320,1.71,,,375,0,13,1790,0
2016,May,16,6,168,24,78.15,0,10.4,9.19,88.55,0,20,20,44,5,390,0,0,100,44,0,60,516197,1115,60,690634,2581,0,1220,176988,398,3696,653,12,112,0.00,380,66.65225897,149.9868419,0.95,2.77,2.86,2.92,320,1.71,,,275,0,12,2310,5
2016,May,17,6,169,25,84.36,0,8.6,17.47,92.96,0,0,0,64,9,730,0,64,0,0,90,45,517775,1578,45,693000,2366,0,1270,177398,410,3944,570,6,62,0.00,140,246,231,1.13,2.68,2.72,2.64,400,1.72,,,,0,13,2540,9
2016,May,18,6,170,25,89.43,0,14.73,17.56,104.16,10.69,0,15,61,6,600,0,61,0,0,110,60,519450,1675,65,695407,2407,0,1300,177796,398,4082,617,6,62,0.00,60,165,148,0.7,3.37,3.78,3.47,480,1.72,,,,0,11,2440,6
2016,May,19,6,171,25,78.61,0,9.88,16.94,88.49,10.92,0,20,76,14,760,0,0,80,76,0,50,521254,1804,50,697919,2512,0,1270,178305,509,4316,893,9,114,0.00,330,178,175,0.6,4.73,4.07,4.45,480,1.72,,,,0,11,2840,14
2016,May,20,6,172,25,72.52,0,10.27,17.82,82.79,12.04,0,22,60,14,760,0,0,70,60,0,46,524310,3056,46,701106,3187,0,1300,178855,550,6243,783,6,80,0.00,230,170,153,1.27,4.55,4.06,4.32,400,1.72,,,,0,8,2690,14
2016,May,21,6,173,25,39.68,0,11.97,8.77,51.65,10.92,0,0,40,7,550,0,40,0,0,140,70,528464,4154,70,705385,4279,0,1270,179392,537,8433,960,8,103,0.00,330,72.54393038,149.2403807,0.97,3.61,3.55,3.63,400,1.72,,,,0,9,2550,7
2016,May,22,6,174,25,36.09,0,16.46,7.88,52.55,11.27,0,0,0,0,0,0,0,0,0,100,50,532000,3536,50,710600,5215,0,1170,179931,539,8751,1086,0,0,0.00,0,0,0,0,0,,,320,1.71,,,,0,8,1490,0
2016,May,23,6,175,25,85.44,0,14.96,17.8,100.4,10.01,22,22,69,16,630,0,0,120,69,0,71,536535,4535,71,716869,6269,0,1170,180657,726,10804,1105,12,143,0.00,360,161,179,0.86,3.7,3.64,3.82,400,1.7,,,,0,5,2560,16
2016,May,24,6,176,26,90.38,0,11.75,8.55,102.13,8,22,22,131,10,600,0,131,0,0,120,71,540429,3894,71,721997,5128,0,1200,183051,2394,9022,843,18,231,0.00,320,155,141,0.77,3.6,3.85,3.77,400,1.72,,,,0,6,2520,10
2016,May,25,6,177,26,83.63,8.29,15.52,8.76,107.44,7.9,0,22,95,29,730,0,95,0,0,110,71,543728,3299,61,726548,4551,0,1280,185794,2743,7850,462,12,103,0.00,190,145,167,0.76,3.75,3.8,3.84,320,1.73,,,,0,4,2520,29
2016,May,26,6,178,26,83.41,0,6.97,0,90.38,8.35,22,0,53,13,630,0,0,130,53,0,70,546251,2523,60,730528,3980,0,1300,188439,2645,6503,301,15,146,0.00,270,168,173,0.91,3.24,3.11,3.29,400,1.73,,,,0,1,2600,13
2016,May,27,6,179,26,87.08,0,13.04,0,100.12,11.81,50,22,54,12,630,0,0,120,53,0,71,549798,3547,71,734296,3768,0,1300,191060,2621,7315,135,12,132,0.00,270,161,164,1.14,3.41,3.07,3.19,400,1.66,,,,0,0,2600,12
2016,May,28,6,180,26,55.3,0,12.24,0,67.54,13.33,70,22,40,11,550,0,40,0,0,120,71,552480,2682,71,737195,2899,0,1300,193647,2587,5581,89,13,140,0.00,330,133,148,1.06,3.85,3.69,3.77,400,1.65,,,3200,560,0,2580,11
2016,May,29,6,181,26,27.31,0,12.65,0,39.96,0,76,30,0,0,0,0,0,0,0,120,75,554659,2179,75,740755,3560,0,1300,195648,2001,5739,0,15,162,0.00,330,0,0,0,0,,,320,1.65,,,3500,1000,1,1950,0
2016,May,30,6,182,26,88.26,0,17.1,0,105.36,13.53,71,22,68,14,580,0,0,120,68,0,71,556108,1449,71,743621,2866,0,1280,196584,936,4315,313,18,201,33.36,380,169,200,0.93,2.78,2.81,2.96,400,1.68,,,3600,700,2,2640,14
2016,May,31,6,183,27,84.43,0,13.24,0,97.67,8.05,46,22,85,19,670,0,85,0,0,120,71,557500,1392,71,746511,2890,0,1300,196584,0,4282,612,16,185,39.48,380,169,162,0.86,2.88,2.79,2.67,320,1.66,,,3200,500,3,2670,19
2016,June,1,7,184,27,80.6,8.78,0,9.19,89.38,13.02,0,0,56,15,790,0,56,0,0,100,50,558725,1225,50,748813,2302,0,1280,197105,521,3527,936,16,182,0.00,380,188,242,0,0,,,480,1.62,,,3400,600,5,2930,15
2016,June,2,7,185,27,80.7,29.58,0,3.57,110.28,14.57,0,0,62,15,810,0,0,100,62,0,50,560676,1951,50,752269,3456,0,1190,197231,126,5407,1126,5,83,0.00,240,41,91,0.8,3.03,3.29,3.32,400,1.65,,,3600,800,4,2640,15
2016,June,3,7,186,27,86.09,18.59,0,10.94,104.68,11.1,0,0,78,49,810,0,0,100,78,0,50,562899,2223,50,756512,4243,0,1190,197517,286,6466,1030,16,155,31.64,260,74,112,0.77,3.34,3.1,3.36,400,1.65,,,3500,800,3,2660,49
2016,June,4,7,187,27,29.53,10.54,0,13.11,40.07,10.97,22,22,120,63,850,0,142,0,0,100,61,565550,2651,61,760314,3802,0,1220,197517,325,6453,907,12,139,0.00,220,124,140,0.91,3.05,3.09,3.13,400,1.64,,,3300,850,3,2690,63
2016,June,5,7,188,27,27.76,0,0,12.37,27.76,0,54,0,0,0,0,0,0,0,0,120,60,568063,2513,60,763530,3216,0,1020,198184,342,5729,912,12,132,0.00,220,0,0,0,0,,,320,1.59,,,3300,850,0,1560,0
2016,June,6,7,189,27,82.55,9.43,0,10.09,91.98,19.23,52,20,47,52,680,0,47,0,0,160,90,571234,3171,90,766926,3396,0,1060,200038,1854,6567,692,21,236,0.00,430,246,180,0.76,2.98,3.05,3.11,400,1.61,,,3400,950,3,2570,52
2016,June,7,7,190,28,93.76,9.49,0,12.87,103.25,18.47,20,20,73,27,480,0,73,0,0,180,100,573367,2133,100,770402,3476,0,1060,201670,1632,5609,532,26,255,0.00,490,206,179,0.94,3.03,3.07,3.1,400,1.62,,,3800,980,2,2430,27
2016,June,8,7,191,28,79.32,23.52,0,12.93,102.84,13.68,0,20,60,28,480,0,0,160,60,0,90,575269,1902,90,773632,3230,0,1190,203106,1436,5132,662,19,205,21.47,430,180,216,0.91,2.98,3.03,3.11,400,1.61,,,4000,1200,2,2500,28
2016,June,9,7,192,28,37.84,0,0,7.55,37.84,11.44,22,20,70,30,550,0,0,160,70,0,90,576949,1680,90,776645,3013,0,1190,204610,1504,4693,723,24,223,0.00,430,120,103,0.92,2.96,2.99,3.13,400,1.61,,,4500,1500,0,2570,30
2016,June,10,7,193,28,19.7,0,0,9,19.7,0,30,22,0,0,0,0,0,0,0,120,70,578083,1134,70,779008,2363,0,1190,205131,521,3497,754,13,152,0.00,380,129,123,0.81,3.02,3.13,3.2,400,1.59,,,4500,1500,2,1970,0
2016,June,11,7,194,28,15.88,0,0,15.35,15.88,0,40,0,0,0,0,0,0,0,0,100,50,580188,2105,50,780789,1781,0,1190,205638,507,3886,824,10,96,0.00,380,213,230,0.97,3.03,3.07,3.09,400,1.61,,,4500,1500,1,1970,0
2016,June,12,7,195,28,91.5,13.39,0,11.68,104.89,15.06,0,0,61,29,480,0,61,100,0,40,70,582401,2213,70,782741,1952,0,1190,205808,170,4165,890,13,143,0.00,380,171,160,1.11,3.07,3.13,3.24,400,1.61,,,4500,1500,2,2450,29
2016,June,13,7,196,28,97.01,8.04,0,12.52,105.05,15.55,0,0,64,27,480,0,64,120,0,0,60,583392,991,60,784874,2133,0,1190,205997,189,3124,860,6,72,11.17,220,318,237,0.98,3.05,3.09,3.18,480,1.6,,,4500,1500,2,2370,27
2016,June,14,7,197,29,81.78,15.77,0,10.96,97.55,13.57,0,0,83,15,560,0,83,20,0,40,30,584765,1373,30,786863,1989,0,1010,206534,537,3362,732,7,80,0.00,220,263,222,1.09,3.1,3.23,3.21,640,1.61,,,3900,1100,2,2430,15
2016,June,15,7,198,29,95.94,15.88,0,12,111.82,13.13,0,0,73,28,400,0,0,160,73,20,90,587085,2320,90,789741,2878,0,1090,207097,563,5198,1021,12,133,63.57,380,193,211,1.13,3.05,3.17,3.25,640,1.58,,,3700,1000,3,2510,28
2016,June,16,7,199,29,93,15.12,0,12.23,108.12,10.3,22,0,84,27,640,0,0,120,84,20,70,590053,2968,70,793445,3704,0,1090,207542,445,6672,1085,10,110,0.00,220,166,169,0.98,3.07,3.12,3.13,800,1.6,,,3400,900,4,2750,27
2016,June,17,7,200,29,92.53,19.38,0,10.43,111.91,14.06,60,0,104,30,640,0,60,80,104,80,80,593010,2957,80,797762,4317,0,1090,207922,380,7274,1064,15,170,27.62,380,145,141,1.18,3.07,3.24,3.31,640,1.59,,,3000,900,3,2750,30
2016,June,18,7,201,29,33.17,16.28,0,13.86,49.45,10.85,80,0,40,15,480,0,80,80,40,60,70,596300,3290,70,802700,4938,0,1090,208334,412,8228,1068,14,143,0.00,240,114,95,1.09,3.12,3.08,3.21,640,1.61,,,2500,800,3,2450,15
2016,June,19,7,202,29,33.34,15.79,0,11.95,49.13,7.29,0,0,0,0,0,0,0,80,0,40,60,600500,4200,60,807900,5200,0,1010,208727,393,9400,1256,10,105,0.00,220,101,146,0,0,,,480,1.62,,,2400,700,5,1710,0
2016,June,20,7,203,29,92.56,9.43,0,6.88,101.99,16.5,0,0,59,18,480,0,0,20,59,100,60,606340,5840,60,813700,5800,0,1010,209098,371,11640,1381,14,131,0.00,240,161,176,1.09,3.08,3.24,3.11,640,1.61,,,2000,450,5,2370,18
2016,June,21,7,204,30,100.03,8.33,0,12.35,108.36,17.6,0,0,148,28,640,0,0,40,148,120,80,611800,5460,80,820000,6300,0,1010,209495,397,11760,1365,13,153,0.00,380,146,178,1.13,3.21,3.2,3.07,640,1.62,,,1500,100,5,2670,28
2016,June,22,7,205,30,98.09,7.88,0,12.5,105.97,12.96,0,0,71,10,480,0,0,60,71,80,70,616800,5000,70,825300,5300,0,1060,209991,496,10300,1400,13,137,0.00,430,134,146,0,0,,,720,1.64,,,1200,100,5,2690,10
2016,June,23,7,206,30,99.63,18.54,0,12.62,118.17,13.42,0,0,76,9,480,0,0,50,76,90,70,621900,5100,70,831900,6600,0,1280,210502,511,11700,1390,15,155,0.00,380,138,195,0,0,,,800,1.72,,,1000,30,12,2940,9
2016,June,24,7,207,30,104.62,17.91,0,11.11,122.53,14.68,0,0,76,8,480,0,0,30,76,100,60,627600,5700,70,838700,6800,0,1280,210984,482,12500,1400,13,128,28.93,380,134,213,1.08,3.17,3.28,3.33,800,1.73,,,1000,30,12,2940,8
2016,June,25,7,208,30,63.8,16.83,0,8.9,80.63,9.22,0,0,59,10,400,0,0,20,59,140,80,632700,5100,80,844500,5800,0,1280,211457,473,10900,1400,21,209,0.00,430,198,168,0.99,3.2,3.14,3.11,720,1.72,,,1000,30,12,2830,10
2016,June,26,7,209,30,28.14,7.02,0,10.35,35.16,30.3,0,0,0,0,0,0,0,60,0,0,30,637394,4694,30,850514,6014,0,1010,211583,126,10708,1330,6,71,0.00,240,123,167,1.03,3.03,3.35,3.09,800,1.71,,,1000,30,13,2050,0
2016,June,27,7,210,30,101.4,18.27,0,6.55,119.67,22.17,0,0,120,12,480,0,0,0,120,100,50,641318,3924,50,856557,6043,0,1060,211876,293,9967,1330,8,90,0.00,430,128,142,1.03,3.28,3.01,3.13,800,1.72,,,900,30,12,2770,12
2016,June,28,7,211,31,102.6,17.21,0,12.28,119.81,14.74,0,0,87,12,480,0,0,20,87,140,80,646793,5475,80,862078,5521,0,1280,212257,381,10996,1155,15,159,0.00,700,48,99,1.02,3.29,3.06,3.46,800,1.71,,,700,20,13,3260,12
2016,June,29,7,212,31,99.58,15.1,0,16.31,114.68,17.03,0,0,76,11,480,0,0,40,76,170,105,648031,1238,105,868421,6343,0,1220,212822,565,7581,1203,21,224,58.83,730,86,91,0,0,,,800,1.72,,,650,0,12,3230,11
2016,June,30,7,213,31,100.75,15.92,0,14.99,116.67,18.06,0,0,95,13,480,0,150,0,95,200,100,652130,4099,100,874547,6126,0,960,213369,547,10225,1380,33,370,0.00,810,141,141,1.2,4.16,3.82,3.64,880,1.71,,,600,0,13,3130,13
2016,July,1,8,214,31,104.76,16.98,0,12.07,121.74,15.11,0,20,40,9,560,0,50,0,40,140,80,657001,4871,80,880745,6198,0,720,213785,416,11069,1380,16,176,0.00,300,144,140,1.14,2.67,3.14,3.21,720,1.76,,,600,20,13,2300,9
2016,July,2,8,215,31,36.85,13.86,0,13.71,50.71,17.02,0,20,37,9,480,0,50,0,37,100,60,660472,3471,60,885280,4535,0,640,214186,401,8006,1200,11,113,0.00,220,224,124,1.13,3.04,3.26,3.23,720,1.75,,,600,20,13,2060,9
2016,July,3,8,216,31,29.45,14.51,0,14.29,43.96,18.27,0,0,0,0,0,0,0,0,0,40,20,663200,2728,20,889100,3820,0,720,214556,370,6548,1204,6,71,0.00,220,241,283,1.1,3.12,2.99,3.09,800,1.75,,,600,20,14,1740,0
2016,July,4,8,217,31,109.58,15.17,0,13.08,124.75,0,0,0,65,45,710,0,0,0,65,96,50,665485,2285,46,892980,3880,0,720,214915,359,6165,1152,6,68,0.00,460,229,286,1.14,3.05,3.13,2.91,800,1.76,,,700,20,14,2690,45
2016,July,5,8,218,32,105.97,15.22,0,6.75,121.19,23.02,0,0,77,7,760,0,0,0,77,70,35,667599,2114,35,896959,3979,0,640,215233,318,6093,1042,17,126,0.00,380,211,205,1.1,3.11,3.15,3.04,880,1.76,,,700,20,13,2660,7
2016,July,6,8,219,32,93.49,15.82,0,9.23,109.31,21.19,0,0,69,13,640,0,0,0,69,140,70,670357,2758,70,902249,5290,0,800,215807,574,8048,1175,24,185,66.45,330,236,204,1.15,3.08,3.2,3.16,800,1.76,,,700,20,17,2570,13
2016,July,7,8,220,32,104.69,9.26,0,10.94,113.95,15.89,0,0,123,10,640,0,0,0,123,170,85,674340,3983,85,907553,5304,0,800,216081,274,9287,1233,22,168,0.00,460,183,224,1.13,3.12,3.26,3.2,800,1.8,,,700,20,17,2700,10
2016,July,8,8,221,32,100.84,9.77,0,12.65,110.61,16.26,0,40,68,11,560,0,0,0,68,120,60,677966,3626,60,912346,4793,0,800,216591,510,8419,1260,25,254,0.00,460,276,267,1.08,3.1,3.21,3.24,880,1.84,,,700,20,17,2700,11
2016,July,9,8,222,32,45.68,8.02,0,12.15,53.7,7.97,0,0,43,17,850,0,0,0,43,100,50,680685,2719,50,916317,3971,0,720,217047,456,6690,1260,9,103,0.00,220,344,269,1.07,3.08,3.15,3.22,800,1.83,,,700,20,18,2590,17
2016,July,10,8,223,32,36.06,24.25,0,14.48,60.31,0,0,20,0,0,0,0,0,0,0,90,50,683708,3023,40,919824,3507,0,640,217564,517,6530,960,10,108,0.00,250,297,220,1.04,2.83,2.97,3.28,800,1.84,,,700,20,18,1690,0
2016,July,11,8,224,32,104.41,16.29,0,11.23,120.7,22.05,0,0,103,10,560,0,0,0,103,80,40,687428,3720,40,922886,3062,0,720,218231,667,6782,520,19,188,0.00,330,279,214,0,0,,,880,1.84,,,700,20,14,2490,10
2016,July,12,8,225,33,107.95,7.84,0,9.24,115.79,20.74,0,0,116,9,790,0,0,0,116,120,60,692208,4780,60,926790,3904,0,720,218608,307,8684,1060,23,223,0.00,460,213,191,0.99,2.92,3.02,3.35,880,1.83,,,750,50,8,2850,9
2016,July,13,8,226,33,99.67,17.12,0,8.54,116.79,16.75,0,0,124,22,560,0,0,0,124,110,55,696686,4478,55,931889,5099,0,880,219069,461,9577,600,18,180,27.46,460,256,259,1.01,1.23,3.01,3.38,880,1.83,,,750,50,12,2780,22
2016,July,14,8,227,33,104.17,10.27,0,9.11,114.44,19.61,0,0,100,17,760,0,0,0,100,160,80,701091,4405,80,937280,5391,0,800,219476,407,9796,1190,19,136,0.00,410,239,197,0,0,,,960,1.88,,,700,20,16,2930,17
2016,July,15,8,228,33,116.74,18.95,0,10.58,135.69,23.59,0,30,77,7,920,0,0,0,77,120,75,703991,2900,75,941910,4630,0,640,219853,377,7530,1100,24,163,0.00,540,245,184,1.05,1.65,2.61,2.73,1040,1.88,,,700,20,7,3140,7
2016,July,16,8,229,33,58.43,9.63,0,13.85,68.06,14.97,0,20,86,8,580,0,0,0,86,100,50,707063,3072,50,947007,5097,0,720,220347,494,8169,1100,25,120,0.00,490,217,154,0.86,2.03,2.21,2.82,1280,1.85,,,700,20,6,3070,8
2016,July,17,8,230,33,35.67,15.75,0,11.58,51.42,0,0,20,0,3,80,0,0,0,0,80,40,709124,2061,40,950763,3756,0,640,220765,418,5817,1040,21,234,65.21,540,270,158,1.47,3.15,1.05,2.85,1040,1.89,,,700,20,15,2300,3
2016,July,18,8,231,33,108.19,16.8,0,10.27,124.99,23.74,0,0,121,11,880,0,0,0,121,120,60,711160,2036,60,954360,3617,0,640,221045,280,5653,1381,27,284,0.00,480,206,182,0.58,3.03,2.54,2.98,960,1.86,,,700,20,10,2960,11
2016,July,19,8,232,34,105.45,18.38,0,11.94,123.83,25.35,0,0,110,13,640,0,0,0,110,120,60,713458,2298,60,958051,3671,0,640,221425,380,5969,1060,0,0,0.00,350,200,201,1.02,3.11,3.02,3.34,880,1.87,,,700,20,9,2510,13
2016,July,20,8,233,34,106.38,42.62,0,9.23,149,25.64,0,0,156,112,720,0,0,0,156,180,90,716226,2768,90,962449,4398,0,880,221765,340,7166,1190,22,254,0.00,540,184,165,1.03,3.14,3.07,3.31,1040,1.85,,,700,20,12,3180,112
2016,July,21,8,234,34,102.96,0,0,9.02,102.96,22.32,0,0,149,50,640,0,0,0,149,230,115,719116,2890,115,967568,5119,0,720,222016,251,8009,1260,15,313,0.00,460,146,120,0.96,3.03,3.09,3.23,880,1.9,,,700,20,15,2700,50
2016,July,22,8,235,34,103.22,19.73,0,10.61,122.95,16.68,0,0,160,54,480,0,0,0,160,245,120,721868,2752,125,972320,4752,0,720,222285,269,7504,1220,24,269,0.00,510,172,142,1.09,3.07,3.13,3.24,960,1.85,,,800,20,5,2670,54
2016,July,23,8,236,34,50.7,31.62,0,11.75,82.32,19.3,0,40,83,62,640,0,0,0,83,215,105,724571,2703,110,976877,4557,0,720,222623,338,7260,1000,28,379,14.50,620,187,156,1.13,3.16,3.2,3.41,960,1.89,,,800,20,15,2940,62
2016,July,24,8,237,34,30.88,17.66,0,10.21,48.54,0,0,0,0,0,0,0,0,0,0,120,60,725943,1372,60,979297,2420,0,640,222897,274,3792,780,9,105,47.67,220,169,148,1.72,3.32,3.65,3.45,880,1.88,,,700,20,8,1740,0
2016,July,25,8,238,34,99.78,14.61,0,10.37,114.39,22.69,0,0,125,71,720,0,0,0,125,140,70,727111,1168,70,981705,2408,0,720,223181,284,3576,795,20,210,0.00,610,169,168,1.26,3.36,3.55,3.35,880,1.87,,,700,20,6,2930,71
2016,July,26,8,239,35,114.9,15.2,0,8.84,130.1,18.34,0,0,130,32,640,0,0,0,130,190,95,728731,1620,95,984940,3235,0,880,223518,337,4855,960,22,196,0.00,380,144,148,0.91,2.63,2.97,3.11,960,1.76,,,600,20,5,2860,32
2016,July,27,8,240,35,100.97,8.13,0,9.69,109.1,15.7,0,0,132,15,320,0,0,0,132,200,100,730448,1717,100,988462,3522,0,720,225487,1969,5239,300,21,252,0.00,530,149,158,1.08,2.25,2.38,2.46,880,1.86,,,800,20,10,2450,15
2016,July,28,8,241,35,107.17,15.5,0,11.69,122.67,15.25,0,0,141,70,560,0,0,0,141,180,90,732226,1778,90,992072,3610,0,800,227666,2179,5388,150,23,217,0.00,450,131,149,1.29,2.82,2.78,3.04,800,1.93,,,800,20,15,2610,70
2016,July,29,8,242,35,103.09,8.62,0,9.62,111.71,15.36,0,0,143,21,720,0,0,0,143,160,80,734159,1933,80,995992,3920,0,800,229168,1502,5853,630,17,241,0.00,490,127,141,0.8,1.86,2.11,3.18,800,1.94,,,800,20,15,2810,21
2016,July,30,8,243,35,51.87,7.4,0,7.96,59.27,0,0,0,144,10,560,0,0,0,144,100,50,735535,1375,50,998435,2443,0,640,230360,1192,3818,345,7,108,62.67,240,130,199,0.78,1.66,1.78,2.88,960,1.93,,,800,20,3,2400,10
2016,July,31,8,244,35,48.68,18.29,0,11.74,66.97,0,0,0,0,4,240,0,0,0,0,104,52,737066,1531,52,1000919,2484,0,800,230886,525,4015,535,15,231,0.00,620,140,119,0.66,1.06,1.98,3.31,960,1.93,,,800,20,4,2620,4
2016,August,1,9,245,35,103.16,17.02,0,9.08,120.18,7.79,0,0,120,36,640,0,0,0,120,120,60,737763,697,60,1002175,1256,0,720,231041,0,1953,630,10,126,0.00,220,131,101,1.3,2.13,3.25,3.4,880,1.78,,,800,20,0,2460,36
